ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders, 6.23 ,5,80%,-9.6565
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper, 56.70 ,2,20%,19.1376
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Bookcases, 369.20 ,3,32%,-114.0174
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Accessories, 1.98 ,2,0%,0.891
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper, 75.88 ,2,0%,35.6636
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper, 6.85 ,2,20%,2.14
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders, 4.63 ,2,70%,-3.855
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances, 453.60 ,3,20%,90.72
First Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders, 13.85 ,3,20%,5.193
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage, 577.58 ,6,20%,43.3188
Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Accessories, 151.96 ,4,0%,36.4704
Standard Class,Corporate,United States,Broomfield,Colorado,80020,West,Furniture,Furnishings, 68.43 ,7,20%,8.554
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings, 71.12 ,5,20%,9.779
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners, 3.01 ,2,20%,0.564
Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper, 184.66 ,7,0%,84.9436
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings, 5.31 ,2,60%,-1.5936
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories, 132.52 ,5,20%,34.7865
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Storage, 195.64 ,5,20%,-44.019
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings, 51.97 ,2,20%,10.3936
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories, 431.98 ,3,20%,-75.5958
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines, 224.94 ,3,70%,-164.9538
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Labels, 6.00 ,2,20%,2.1
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper, 11.76 ,2,0%,5.7624
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs," 1,125.49 ",7,20%,98.4802
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders, 12.65 ,5,70%,-10.116
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art, 4.03 ,2,20%,1.0584
First Class,Corporate,United States,Fremont,Nebraska,68025,Central,Technology,Phones, 79.96 ,4,0%,22.3888
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders, 6.73 ,6,70%,-4.488
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage, 33.57 ,2,20%,1.6784
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes, 15.84 ,2,20%,5.544
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels, 24.42 ,1,20%,7.9378
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art, 17.12 ,5,20%,1.926
Same Day,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings, 31.56 ,3,0%,10.4148
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs, 105.69 ,1,30%,-28.6862
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines, 399.54 ,2,40%,-79.908
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs, 104.93 ,5,30%,-4.497
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones," 1,079.85 ",3,0%,323.955
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage, 70.98 ,1,0%,3.549
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art, 29.95 ,5,0%,8.6855
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs, 589.41 ,5,10%,-6.549
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners, 9.65 ,6,20%,3.4974
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases, 400.78 ,1,20%,-5.0098
First Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage, 53.72 ,4,0%,13.9672
First Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper, 31.01 ,1,20%,11.2404
Same Day,Consumer,United States,Concord,California,94521,West,Office Supplies,Binders, 61.12 ,5,20%,22.156
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage, 195.14 ,4,20%,-43.9056
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Office Supplies,Art, 121.54 ,4,20%,15.192
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper, 17.47 ,3,20%,5.6784
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders, 104.58 ,9,80%,-172.557
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings, 24.70 ,5,60%,-9.88
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings, 302.72 ,5,60%,-378.4
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper, 8.56 ,2,0%,3.852
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper, 11.56 ,2,0%,5.6644
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances, 25.86 ,3,0%,6.7236
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders, 276.78 ,2,20%,89.9548
Standard Class,Corporate,United States,San Jose,California,95123,West,Technology,Phones, 110.35 ,3,20%,8.2764
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings, 60.84 ,3,0%,19.4688
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances, 35.21 ,1,20%,2.6406
Second Class,Corporate,United States,Mansfield,Texas,76063,Central,Office Supplies,Paper, 41.47 ,8,20%,14.5152
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Paper, 239.50 ,5,0%,114.96
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Supplies, 34.20 ,5,0%,9.234
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Tables, 376.87 ,3,40%,-213.5574
First Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances, 197.72 ,4,0%,55.3616
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Technology,Accessories, 70.72 ,4,20%,-6.188
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage, 194.35 ,3,20%,-43.7292
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper, 21.60 ,6,0%,9.936
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels, 11.07 ,3,0%,5.2029
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings, 282.84 ,4,0%,19.7988
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels, 27.72 ,9,0%,13.3056
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners, 11.68 ,4,0%,5.256
Standard Class,Consumer,United States,Woodland,California,95695,West,Technology,Phones, 239.98 ,2,20%,23.9984
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Appliances, 22.98 ,1,0%,6.894
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories, 102.13 ,7,0%,15.3195
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders," 2,033.58 ",2,20%,762.594
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art, 5.76 ,2,0%,1.6704
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Copiers, 899.98 ,3,40%,74.9985
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Office Supplies,Art, 86.35 ,3,20%,5.397
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Accessories, 139.96 ,5,20%,-1.7495
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances, 16.70 ,6,20%,1.2528
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Accessories, 3.15 ,2,20%,0.4728
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper, 32.90 ,4,20%,11.1024
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances, 21.39 ,2,80%,-54.5496
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Tables, 307.31 ,3,30%,-39.5118
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Bookcases, 410.00 ,3,32%,-96.4704
First Class,Corporate,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper, 9.25 ,2,20%,3.3524
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders, 14.67 ,3,0%,6.7482
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Paper, 37.41 ,7,20%,13.0928
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders, 3.44 ,2,70%,-2.5212
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders, 7.15 ,3,20%,2.3244
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones, 179.70 ,6,0%,88.053
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Appliances, 90.64 ,8,0%,38.9752
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Accessories, 177.00 ,3,0%,30.09
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Storage, 79.45 ,7,0%,22.246
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Chairs," 1,628.82 ",9,0%,260.6112
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings, 137.54 ,2,0%,55.016
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Tables, 730.20 ,4,0%,94.926
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper, 11.56 ,2,0%,5.6644
Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Tables," 4,297.64 ",13,40%,-1862.3124
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art, 20.65 ,5,0%,9.499
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage, 204.90 ,5,0%,0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs, 436.70 ,6,20%,21.8352
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs, 481.57 ,2,20%,54.1764
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories, 89.54 ,7,20%,12.3123
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage, 35.17 ,2,20%,-8.3524
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders, 72.59 ,2,70%,-48.392
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Office Supplies,Storage, 221.16 ,4,0%,57.5016
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Technology,Phones, 281.97 ,3,0%,78.9516
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Bookcases," 3,406.66 ",8,15%,160.3136
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art, 37.17 ,9,0%,10.4076
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Appliances, 64.96 ,2,0%,19.488
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings, 595.38 ,6,0%,297.69
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,Accessories, 95.98 ,2,20%,11.998
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Office Supplies,Binders, 4.94 ,2,70%,-3.6212
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings, 97.44 ,3,0%,35.0784
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders, 3.98 ,1,20%,1.3944
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art, 13.04 ,4,0%,5.7376
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs, 579.53 ,4,10%,83.7096
Second Class,Consumer,United States,Pomona,California,91767,West,Office Supplies,Labels, 18.75 ,5,0%,9
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones," 3,023.93 ",9,20%,226.7946
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Accessories, 26.96 ,2,0%,3.7744
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones, 477.60 ,3,20%,161.19
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage, 193.95 ,3,0%,9.6975
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper, 12.96 ,2,0%,6.2208
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings, 119.94 ,3,0%,23.988
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings, 12.42 ,3,0%,4.4712
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,Binders, 18.09 ,7,20%,6.5569
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,Envelopes, 71.97 ,3,0%,35.985
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Office Supplies,Labels, 14.94 ,3,0%,6.8724
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Art, 64.68 ,7,20%,8.085
Standard Class,Consumer,United States,Dublin,California,94568,West,Technology,Phones, 22.00 ,5,20%,1.375
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper, 7.97 ,2,20%,2.6892
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones," 1,499.97 ",5,40%,-374.9925
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage, 26.63 ,1,20%,1.3316
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings, 41.60 ,4,0%,14.144
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Envelopes, 64.02 ,6,0%,29.4492
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art, 6.99 ,3,0%,2.0271
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies, 6.84 ,1,0%,1.8468
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage, 323.10 ,2,0%,61.389
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones, 668.16 ,9,20%,75.168
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels, 8.64 ,3,0%,4.2336
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper, 38.88 ,6,0%,18.6624
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings, 201.04 ,8,0%,54.2808
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper, 12.96 ,2,0%,6.3504
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories, 16.59 ,1,0%,5.8065
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art, 35.10 ,6,0%,10.179
Standard Class,Home Office,United States,Arlington,Texas,76017,Central,Office Supplies,Binders, 11.65 ,9,80%,-17.469
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper, 32.40 ,5,0%,15.552
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Technology,Phones, 503.96 ,4,0%,125.99
